queueOrder,page,oldPath,clicks,impressions,priorityScore,legacyType,suggestedTargetPath,proposedTargetPath,decisionType,reasonCode,confidence,curationStatus,reviewerNotes
40,https://www.kotacom.id/product-tag/jual-pc-rakitan-murah-mojokerto,/product-tag/jual-pc-rakitan-murah-mojokerto,5,64,19.79,other_nested,,/products/category/jual-pc-rakitan-murah-mojokerto,redirect,product_tag_to_products_category,medium,pending_review,
41,https://www.kotacom.id/product-tag/jual-komputer-rakitan-murah-tulungagung/page/2,/product-tag/jual-komputer-rakitan-murah-tulungagung/page/2,1,64,12.13,other_nested,,/products/category/jual-komputer-rakitan-murah-tulungagung,redirect,product_tag_to_products_category,medium,pending_review,
42,https://www.kotacom.id/product/hardisk-wd-3tb-new-62rb-lagu-karaoke-klip-asli-2019-software-full,/product/hardisk-wd-3tb-new-62rb-lagu-karaoke-klip-asli-2019-software-full,0,63,9.22,other_nested,,/products/hardisk-wd-3tb-new-62rb-lagu-karaoke-klip-asli-2019-software-full,redirect,product_singular_to_plural,medium,pending_review,
43,https://www.kotacom.id/product-tag/jasa-rakit-pc-murah-gresik,/product-tag/jasa-rakit-pc-murah-gresik,3,57,19.63,other_nested,,/products/category/jasa-rakit-pc-murah-gresik,redirect,product_tag_to_products_category,medium,pending_review,
44,https://www.kotacom.id/blog/software-development-surabaya,/blog/software-development-surabaya,0,57,9.05,other_nested,,/blog/software-development-surabaya,keep_or_redirect,blog_slug_normalization,medium,pending_review,
45,https://www.kotacom.id/product-tag/jual-komputer-rakitan-murah-bojonegoro,/product-tag/jual-komputer-rakitan-murah-bojonegoro,2,55,20.25,other_nested,,/products/category/jual-komputer-rakitan-murah-bojonegoro,redirect,product_tag_to_products_category,medium,pending_review,
46,https://www.kotacom.id/product-tag/jual-pc-rakitan-murah-kediri/page/2,/product-tag/jual-pc-rakitan-murah-kediri/page/2,1,54,16.95,other_nested,,/products/category/jual-pc-rakitan-murah-kediri,redirect,product_tag_to_products_category,medium,pending_review,
47,https://www.kotacom.id/product/pc-rakitan-gaming-core-i3-9100f-ssd-120gb-8gb-gtx-1650-4gb,/product/pc-rakitan-gaming-core-i3-9100f-ssd-120gb-8gb-gtx-1650-4gb,0,53,11.21,other_nested,,/products/pc-rakitan-gaming-core-i3-9100f-ssd-120gb-8gb-gtx-1650-4gb,redirect,product_singular_to_plural,medium,pending_review,
48,https://www.kotacom.id/product-tag/jasa-rakit-pc-sidoarjo/page/2,/product-tag/jasa-rakit-pc-sidoarjo/page/2,4,52,23.84,other_nested,,/products/category/jasa-rakit-pc-sidoarjo,redirect,product_tag_to_products_category,medium,pending_review,
49,https://www.kotacom.id/pembuatan-website/sidoarjo,/pembuatan-website/sidoarjo,0,52,7.9,other_nested,,/services/jasa-pembuatan-website-surabaya,redirect,landing_cluster_to_service_canonical,low,pending_review,
